date,store,product,category,qty,price,amount,customer_id
2025-01-01,Nagoya,P010,B,1,3220,3220.0,C0151
2025-01-02,Tokyo,P015,A,3,2630,7890.0,C0122
2025-01-02,Tokyo,P007,B,4,2280,9120.0,C0050
2025-01-02,Tokyo,P006,A,1,1420,1420.0,C0027
2025-01-02,Tokyo,P012,A,3,3780,11340.0,C0139
2025-01-02,Tokyo,P011,C,1,4600,4600.0,C0150
2025-01-02,Tokyo,P015,A,1,2980,2980.0,C0209
2025-01-02,Tokyo,P008,C,2,1660,3320.0,C0114
2025-01-02,Tokyo,P004,B,2,3730,7460.0,C0189
2025-01-02,Tokyo,P010,B,2,4830,9660.0,C0027
2025-01-02,Tokyo,P006,A,1,2350,2350.0,C0288
2025-01-02,Tokyo,P006,A,4,2980,11920.0,C0210
2025-01-02,Tokyo,P007,B,2,4050,8100.0,C0290
2025-01-02,Tokyo,P004,B,4,2040,8160.0,C0215
2025-01-02,Tokyo,P012,A,2,3940,7880.0,C0082
2025-01-02,Tokyo,P002,C,1,2780,2780.0,C0270
2025-01-02,Tokyo,P002,C,2,3810,7620.0,C0061
2025-01-02,Tokyo,P011,C,2,4230,8460.0,C0174
2025-01-02,Osaka,P003,A,2,4420,8840.0,C0006
2025-01-02,Osaka,P012,A,2,3870,7740.0,C0199
2025-01-02,Osaka,P007,B,2,3500,7000.0,C0042
2025-01-02,Osaka,P009,A,1,3590,3590.0,C0188
2025-01-02,Osaka,P002,C,4,2660,10640.0,C0236
2025-01-02,Osaka,P001,B,1,2970,2970.0,C0057
2025-01-02,Osaka,P005,C,3,1570,4710.0,C0203
2025-01-02,Osaka,P002,C,1,3350,3350.0,C0238
2025-01-02,Osaka,P003,A,2,4700,9400.0,C0296
2025-01-02,Osaka,P009,A,2,2380,4760.0,C0184
2025-01-02,Osaka,P009,A,2,1090,2180.0,C0046
2025-01-02,Osaka,P015,A,2,2920,5840.0,C0140
2025-01-02,Osaka,P012,A,1,1330,1330.0,C0083
2025-01-02,Osaka,P008,C,3,2960,8880.0,C0132
2025-01-02,Osaka,P015,A,1,3280,3280.0,C0163
2025-01-02,Nagoya,P013,B,2,4810,9620.0,C0100
2025-01-02,Nagoya,P009,A,3,4390,13170.0,C0132
2025-01-02,Nagoya,P005,C,1,2450,2450.0,C0248
2025-01-02,Nagoya,P001,B,4,3170,12680.0,C0042
2025-01-02,Nagoya,P005,C,3,2260,6780.0,C0033
2025-01-02,Nagoya,P010,B,3,1470,4410.0,C0085
2025-01-02,Nagoya,P004,B,3,3920,11760.0,C0218
2025-01-02,Nagoya,P015,A,4,2280,9120.0,C0033
2025-01-02,Nagoya,P010,B,4,4900,19600.0,C0069
2025-01-02,Nagoya,P004,B,1,1560,1560.0,C0166
2025-01-02,Nagoya,P009,A,2,2230,4460.0,C0249
2025-01-02,Nagoya,P007,B,4,4850,19400.0,C0095
2025-01-02,Nagoya,P004,B,4,3530,14120.0,C0087
2025-01-02,Nagoya,P010,B,3,4620,13860.0,C0077
2025-01-03,Tokyo,P015,A,1,1650,1650.0,C0160
2025-01-03,Tokyo,P001,B,2,2740,5480.0,C0290
2025-01-03,Tokyo,P015,A,1,4560,4560.0,C0028
2025-01-03,Tokyo,P012,A,4,4560,18240.0,C0067
2025-01-03,Tokyo,P014,C,1,3070,3070.0,C0141
2025-01-03,Tokyo,P005,C,1,4080,4080.0,C0101
2025-01-03,Tokyo,P010,B,2,2490,,C0266
2025-01-03,Tokyo,P002,C,3,3980,11940.0,C0114
2025-01-03,Tokyo,P004,B,1,4740,4740.0,C0284
2025-01-03,Tokyo,P004,B,1,1490,1490.0,C0021
2025-13-40,Tokyo,P013,B,4,1610,6440.0,C0224
2025-01-03,Tokyo,P003,A,2,3390,6780.0,C0216
2025-01-03,Tokyo,P014,C,1,1780,1780.0,C0084
2025-01-03,Tokyo,P005,C,4,4100,16400.0,C0096
2025-01-03,Tokyo,P015,A,2,3000,6000.0,C0130
2025-01-03,Tokyo,P003,A,4,1050,4200.0,C0053
2025-01-03,Tokyo,P004,B,2,1520,3040.0,C0006
2025-01-03,Tokyo,P011,C,4,1480,5920.0,C0089
2025-01-03,Tokyo,P008,C,4,3770,15080.0,C0230
2025-01-03,Osaka,P007,B,1,4450,4450.0,C0241
2025-01-03,Osaka,P001,B,3,1330,3990.0,C0221
2025-01-03,Osaka,P013,B,1,2730,2730.0,C0038
2025-01-03,Osaka,P009,A,4,1320,5280.0,C0119
2025-01-03,Osaka,P015,A,2,1520,3040.0,C0147
2025-01-03,Osaka,P008,C,3,2250,6750.0,C0286
2025-01-03,Osaka,P008,C,2,4840,9680.0,C0277
2025-01-03,Osaka,P008,C,1,3380,3380.0,C0167
2025-01-03,Osaka,P003,A,3,4360,13080.0,C0032
2025-01-03,Osaka,P011,C,1,3990,3990.0,C0126
2025-01-03,Osaka,P001,B,4,1660,6640.0,C0179
2025-01-03,Osaka,P003,A,4,3950,15800.0,C0241
2025-01-03,Osaka,P007,B,2,3530,7060.0,C0235
2025-01-03,Osaka,P013,B,1,3650,3650.0,C0033
2025-01-03,Osaka,P005,C,4,2000,8000.0,C0239
2025-01-03,Nagoya,P004,B,2,3120,6240.0,C0229
2025-01-03,Nagoya,P010,B,4,4470,17880.0,C0226
2025-01-03,Nagoya,P010,B,2,2650,5300.0,C0036
2025-01-03,Nagoya,P006,A,4,2700,10800.0,C0035
2025-01-03,Nagoya,P010,B,4,4460,17840.0,C0082
2025-01-03,Nagoya,P007,B,3,1990,5970.0,C0081
2025-01-03,Nagoya,P004,B,4,3980,15920.0,C0252
2025-01-03,Nagoya,P013,B,4,1420,5680.0,C0264
2025-01-03,Nagoya,P001,B,2,3370,6740.0,C0108
2025-01-03,Nagoya,P003,A,1,4290,4290.0,C0096
2025-01-03,Nagoya,P005,C,4,1570,6280.0,C0274
2025-01-03,Nagoya,P014,C,3,1660,4980.0,C0047
2025-01-03,Nagoya,P005,C,3,1610,4830.0,C0137
2025-01-03,Nagoya,P002,C,3,1080,3240.0,C0213
2025-01-04,Tokyo,P003,A,1,4320,4320.0,C0016
2025-01-04,Tokyo,P007,B,3,3060,9180.0,C0204
2025-01-04,Tokyo,P013,B,2,4310,8620.0,C0096
2025-01-04,Tokyo,P015,A,3,3940,11820.0,C0262
2025-01-04,Tokyo,P012,A,4,3140,12560.0,C0013
2025-01-04,Tokyo,P008,C,1,4550,4550.0,C0071
2025-01-04,Tokyo,P004,B,1,3570,3570.0,C0171
2025-01-04,Tokyo,P015,A,2,2120,4240.0,C0015
2025-01-04,Tokyo,P001,B,2,4700,9400.0,C0157
2025-01-04,Tokyo,P014,C,1,1370,1370.0,C0250
2025-01-04,Osaka,P001,B,2,4690,9380.0,C0207
2025-01-04,Osaka,P002,C,4,4370,17480.0,C0240
2025-01-04,Osaka,P014,C,1,4910,4910.0,C0096
2025-01-04,Osaka,P013,B,3,4110,12330.0,C0188
2025-01-04,Osaka,P010,B,3,4110,12330.0,C0221
2025-01-04,Osaka,P003,A,4,3140,12560.0,C0097
2025-01-04,Osaka,P008,C,4,4430,17720.0,C0250
2025-01-04,Osaka,P007,B,4,2540,10160.0,C0206
2025-01-04,Osaka,P010,B,1,2060,2060.0,C0019
2025-01-04,Osaka,P003,A,2,2910,5820.0,C0050
2025-01-04,Osaka,P007,B,3,1930,5790.0,C0102
2025-01-04,Nagoya,P008,C,2,3940,7880.0,C0098
2025-01-04,Nagoya,P007,B,2,1730,3460.0,C0206
2025-01-04,Nagoya,P004,B,2,4170,8340.0,C0284
2025-01-04,Nagoya,P011,C,4,4410,17640.0,C0144
2025-01-04,Nagoya,P012,A,2,2840,5680.0,C0161
2025-01-04,Nagoya,P015,A,4,2950,11800.0,C0196
2025-01-04,Nagoya,P004,B,4,3210,12840.0,C0160
2025-01-04,Nagoya,P012,A,3,1280,3840.0,C0087
2025-01-04,Nagoya,P003,A,3,1140,3420.0,C0061
2025-01-04,Nagoya,P009,A,3,3010,9030.0,C0258
2025-01-04,Nagoya,P014,C,1,4810,4810.0,C0184
2025-01-04,Nagoya,P010,B,1,3480,3480.0,C0217
2025-01-04,Nagoya,P009,A,1,3090,3090.0,C0280
2025-01-05,Tokyo,P003,A,4,4830,19320.0,C0051
2025-01-05,Tokyo,P013,B,2,3370,6740.0,C0134
2025-01-05,Tokyo,P012,A,4,4180,16720.0,C0279
2025-01-05,Tokyo,P015,A,1,2010,2010.0,C0216
2025-01-05,Tokyo,P009,A,1,1380,1380.0,C0156
2025-01-05,Tokyo,P010,B,1,1680,1680.0,C0039
2025-01-05,Tokyo,P009,A,1,3280,3280.0,C0143
2025-01-05,Tokyo,P007,B,3,3090,9270.0,C0218
2025-01-05,Tokyo,P012,A,4,4190,16760.0,C0155
2025-01-05,Tokyo,P008,C,1,3390,3390.0,C0042
2025-01-05,Tokyo,P014,C,4,1470,5880.0,C0236
2025-01-05,Tokyo,P002,C,3,1350,4050.0,C0146
2025-01-05,Tokyo,P010,B,3,2670,8010.0,C0276
2025-01-05,Tokyo,P012,A,1,3680,3680.0,C0219
2025-01-05,Tokyo,P006,A,3,4590,13770.0,C0245
2025-01-05,Tokyo,P012,A,3,2080,6240.0,C0238
2025-01-05,Tokyo,P006,A,3,2250,6750.0,C0094
2025-01-05,Osaka,P015,A,1,1340,1340.0,C0280
2025-01-05,Osaka,P009,A,2,3940,7880.0,C0115
2025-01-05,Osaka,P002,C,3,1700,5100.0,C0166
2025-01-05,Osaka,P015,A,4,2440,9760.0,C0234
2025-01-05,Osaka,P010,B,2,1550,3100.0,C0113
2025-01-05,Osaka,P010,B,4,1010,4040.0,C0215
2025-01-05,Osaka,P013,B,4,2690,10760.0,C0036
2025-01-05,Osaka,P005,C,4,4510,18040.0,C0191
2025-01-05,Osaka,P002,C,1,2910,2910.0,C0176
2025-01-05,Osaka,P001,B,3,3170,9510.0,C0004
2025-01-05,Osaka,P002,C,2,3890,7780.0,C0247
2025-01-05,Nagoya,P005,C,4,2830,11320.0,C0095
2025-01-05,Nagoya,P007,B,1,2200,2200.0,C0155
2025-01-05,Nagoya,P014,C,3,4120,12360.0,C0163
2025-01-05,Nagoya,P002,C,2,4980,9960.0,C0014
2025-01-05,Nagoya,P014,C,3,2130,6390.0,C0233
2025-01-05,Nagoya,P013,B,1,1420,1420.0,C0200
2025-01-05,Nagoya,P015,A,1,3660,3660.0,C0041
2025-01-05,Nagoya,P010,B,3,1360,4080.0,C0204
2025-01-05,Nagoya,P014,C,4,1110,4440.0,C0074
2025-01-05,Nagoya,P004,B,2,1570,3140.0,C0256
2025-01-05,Nagoya,P012,A,4,1790,7160.0,C0005
2025-01-05,Nagoya,P014,C,2,3620,7240.0,C0272
2025-01-05,Nagoya,P001,B,1,1020,1020.0,C0047
2025-01-05,Nagoya,P001,B,4,3420,13680.0,C0294
2025-01-06,Tokyo,P015,A,1,2150,2150.0,C0254
2025-01-06,Tokyo,P004,B,1,3670,3670.0,C0240
2025-01-06,Tokyo,P015,A,4,1480,5920.0,C0231
2025-01-06,Tokyo,P013,B,3,4270,12810.0,C0251
2025-01-06,Tokyo,P007,B,1,2820,2820.0,C0061
2025-01-06,Tokyo,P002,C,1,3780,3780.0,C0151
2025-01-06,Tokyo,P009,A,3,3190,9570.0,C0189
2025-01-06,Tokyo,P002,C,4,2790,11160.0,C0047
2025-01-06,Tokyo,P013,B,3,1210,3630.0,C0058
2025-01-06,Tokyo,P001,B,2,1390,2780.0,C0213
2025-01-06,Tokyo,P008,C,4,3990,15960.0,C0183
2025-01-06,Tokyo,P008,C,1,1280,1280.0,C0185
2025-01-06,Tokyo,P001,B,1,1870,1870.0,C0265
2025-01-06,Tokyo,P007,B,3,2640,7920.0,C0052
2025-01-06,Tokyo,P006,A,1,4080,4080.0,C0055
2025-01-06,Tokyo,P006,A,4,3360,13440.0,C0138
2025-01-06,Tokyo,P009,A,4,2010,8040.0,C0191
2025-01-06,Tokyo,P014,C,3,2780,8340.0,C0044
2025-01-06,Osaka,P015,A,3,2200,6600.0,C0126
2025-01-06,Osaka,P009,A,3,3790,11370.0,C0077
2025-01-06,Osaka,P010,B,2,4760,9520.0,C0048
2025-13-40,Osaka,P003,A,2,3030,6060.0,C0207
2025-01-06,Osaka,P007,B,4,2890,11560.0,C0039
2025-01-06,Osaka,P002,C,4,1530,6120.0,C0284
2025-01-06,Osaka,P005,C,1,2210,2210.0,C0184
2025-01-06,Osaka,P007,B,4,3440,13760.0,C0120
2025-01-06,Osaka,P010,B,4,2640,10560.0,C0046
2025-01-06,Osaka,P007,B,4,1870,7480.0,C0284
2025-01-06,Osaka,P009,A,3,2260,6780.0,C0276
2025-01-06,Osaka,P001,B,2,2670,5340.0,C0143
2025-01-06,Nagoya,P003,A,1,1380,1380.0,C0172
2025-01-06,Nagoya,P006,A,3,3350,10050.0,C0210
2025-01-06,Nagoya,P009,A,3,3340,10020.0,C0196
2025-01-06,Nagoya,P010,B,2,1980,3960.0,C0236
2025-01-06,Nagoya,P006,A,3,1780,5340.0,C0129
2025-01-06,Nagoya,P008,C,3,3100,9300.0,C0108
2025-01-06,Nagoya,P015,A,3,4230,12690.0,C0221
2025-01-06,Nagoya,P009,A,4,1510,6040.0,C0276
2025-01-06,Nagoya,P013,B,3,3930,11790.0,C0156
2025-01-06,Nagoya,P005,C,4,1980,7920.0,C0095
2025-01-06,Nagoya,P008,C,4,2530,10120.0,C0148
2025-01-06,Nagoya,P001,B,1,1220,1220.0,C0022
2025-01-06,Nagoya,P014,C,4,4280,17120.0,C0017
2025-01-06,Nagoya,P002,C,2,3260,6520.0,C0100
2025-01-07,Tokyo,P003,A,3,2250,6750.0,C0020
2025-01-07,Tokyo,P012,A,4,1050,4200.0,C0131
2025-01-07,Tokyo,P013,B,3,4420,13260.0,C0125
2025-01-07,Tokyo,P006,A,3,1610,4830.0,C0072
2025-01-07,Tokyo,P010,B,3,1470,4410.0,C0152
2025-01-07,Tokyo,P006,A,3,4830,14490.0,C0023
2025-01-07,Tokyo,P015,A,2,4080,8160.0,C0127
2025-01-07,Tokyo,P005,C,4,3750,15000.0,C0044
2025-01-07,Tokyo,P011,C,4,2550,10200.0,C0277
2025-01-07,Tokyo,P010,B,2,1040,2080.0,C0202
2025-01-07,Tokyo,P004,B,4,3100,12400.0,C0140
2025-01-07,Tokyo,P003,A,3,1660,4980.0,C0125
2025-01-07,Tokyo,P013,B,4,4950,19800.0,C0287
2025-01-07,Tokyo,P009,A,1,4350,4350.0,C0240
2025-01-07,Osaka,P010,B,1,3010,3010.0,C0135
2025-01-07,Osaka,P013,B,2,2310,4620.0,C0024
2025-01-07,Osaka,P013,B,4,1160,4640.0,C0130
2025-01-07,Osaka,P008,C,2,4670,9340.0,C0046
2025-01-07,Osaka,P005,C,1,1970,1970.0,C0272
2025-01-07,Osaka,P015,A,1,3520,3520.0,C0070
2025-01-07,Osaka,P003,A,2,1770,3540.0,C0147
2025-01-07,Osaka,P015,A,3,3890,11670.0,C0148
2025-01-07,Osaka,P001,B,1,2070,2070.0,C0073
2025-01-07,Osaka,P013,B,4,4410,17640.0,C0191
2025-01-07,Osaka,P009,A,3,2620,7860.0,C0201
2025-01-07,Osaka,P012,A,4,3450,13800.0,C0018
2025-01-07,Osaka,P011,C,2,3970,7940.0,C0162
2025-01-07,Osaka,P014,C,2,4720,9440.0,C0253
2025-01-07,Osaka,P005,C,2,3120,6240.0,C0230
2025-01-07,Osaka,P011,C,4,2470,9880.0,C0151
2025-01-07,Osaka,P007,B,4,2210,8840.0,C0176
2025-01-07,Osaka,P002,C,4,2530,10120.0,C0102
2025-01-07,Osaka,P009,A,2,4390,8780.0,C0159
2025-01-07,Nagoya,P002,C,1,2590,2590.0,C0299
2025-01-07,Nagoya,P014,C,3,3520,10560.0,C0118
2025-01-07,Nagoya,P003,A,1,2350,2350.0,C0095
2025-01-07,Nagoya,P003,A,2,1090,2180.0,C0182
2025-01-07,Nagoya,P014,C,3,2790,8370.0,C0126
2025-01-07,Nagoya,P005,C,1,3390,3390.0,C0170
2025-01-07,Nagoya,P001,B,2,2110,4220.0,C0051
2025-01-07,Nagoya,P011,C,3,3530,10590.0,C0214
2025-01-07,Nagoya,P015,A,4,3480,13920.0,C0263
2025-01-07,Nagoya,P008,C,4,4040,16160.0,C0195
2025-01-07,Nagoya,P014,C,3,3880,11640.0,C0086
2025-01-07,Nagoya,P015,A,3,4120,12360.0,C0138
2025-01-07,Nagoya,P014,C,1,1450,1450.0,C0152
2025-01-07,Nagoya,P011,C,4,2760,11040.0,C0195
2025-01-07,Nagoya,P009,A,4,3610,14440.0,C0125
2025-01-08,Tokyo,P002,C,4,1610,6440.0,C0087
2025-01-08,Tokyo,P013,B,3,4880,14640.0,C0225
2025-01-08,Tokyo,P010,B,2,1010,2020.0,C0038
2025-01-08,Tokyo,P005,C,1,3030,3030.0,C0233
2025-01-08,Tokyo,P015,A,2,4500,9000.0,C0295
2025-01-08,Tokyo,P013,B,2,2300,4600.0,C0293
2025-01-08,Tokyo,P004,B,2,1290,2580.0,C0238
2025-01-08,Tokyo,P010,B,1,1880,1880.0,C0167
2025-01-08,Tokyo,P009,A,4,2060,8240.0,C0277
2025-01-08,Tokyo,P007,B,4,1950,7800.0,C0012
2025-01-08,Tokyo,P001,B,2,4810,9620.0,C0015
2025-01-08,Tokyo,P006,A,1,4720,4720.0,C0202
2025-01-08,Tokyo,P012,A,3,3620,10860.0,C0232
2025-01-08,Tokyo,P001,B,4,3950,15800.0,C0222
2025-01-08,Tokyo,P006,A,4,2520,10080.0,C0015
2025-01-08,Tokyo,P014,C,1,1400,1400.0,C0186
2025-01-08,Tokyo,P004,B,4,2770,11080.0,C0002
2025-01-08,Tokyo,P015,A,3,2050,6150.0,C0203
2025-01-08,Tokyo,P008,C,1,4030,4030.0,C0121
2025-01-08,Osaka,P014,C,3,3680,11040.0,C0077
2025-01-08,Osaka,P004,B,2,4410,8820.0,C0157
2025-01-08,Osaka,P006,A,4,4410,17640.0,C0270
2025-01-08,Osaka,P005,C,3,3360,10080.0,C0135
2025-01-08,Osaka,P006,A,1,2090,2090.0,C0165
2025-01-08,Osaka,P014,C,4,1750,7000.0,C0204
2025-01-08,Osaka,P002,C,3,2360,7080.0,C0135
2025-01-08,Osaka,P011,C,2,4220,8440.0,C0160
2025-01-08,Osaka,P015,A,3,2180,6540.0,C0232
2025-01-08,Osaka,P007,B,3,1540,4620.0,C0036
2025-01-08,Osaka,P009,A,1,4990,4990.0,C0256
2025-01-08,Osaka,P011,C,3,3380,10140.0,C0019
2025-01-08,Osaka,P006,A,2,4660,9320.0,C0066
2025-01-08,Osaka,P008,C,2,1530,3060.0,C0031
2025-01-08,Osaka,P006,A,1,1260,1260.0,C0105
2025-01-08,Osaka,P004,B,3,1070,3210.0,C0091
2025-01-08,Nagoya,P015,A,3,4520,13560.0,C0103
2025-01-08,Nagoya,P007,B,2,4540,9080.0,C0287
2025-01-08,Nagoya,P015,A,4,3010,12040.0,C0162
2025-01-08,Nagoya,P015,A,2,2380,4760.0,C0269
2025-01-08,Nagoya,P006,A,1,3240,3240.0,C0098
2025-01-08,Nagoya,P014,C,4,2220,8880.0,C0159
2025-01-08,Nagoya,P015,A,3,1860,5580.0,C0177
2025-01-08,Nagoya,P010,B,3,1100,3300.0,C0090
2025-01-08,Nagoya,P013,B,1,2190,2190.0,C0097
2025-01-08,Nagoya,P003,A,1,2380,2380.0,C0262
2025-01-08,Nagoya,P001,B,2,1240,2480.0,C0168
2025-01-08,Nagoya,P004,B,4,3340,13360.0,C0235
2025-01-08,Nagoya,P010,B,2,4440,8880.0,C0143
2025-01-08,Nagoya,P015,A,4,3350,13400.0,C0202
2025-01-09,Tokyo,P013,B,3,4610,13830.0,C0080
2025-01-09,Tokyo,P012,A,2,1740,3480.0,C0052
2025-01-09,Tokyo,P009,A,2,1400,2800.0,C0128
2025-01-09,Tokyo,P010,B,2,4820,9640.0,C0234
2025-01-09,Tokyo,P008,C,4,2730,10920.0,C0042
2025-01-09,Tokyo,P001,B,4,4830,19320.0,C0222
2025-01-09,Tokyo,P002,C,2,1160,2320.0,C0016
2025-01-09,Tokyo,P004,B,3,1260,3780.0,C0295
2025-01-09,Tokyo,P007,B,2,3060,6120.0,C0237
2025-01-09,Tokyo,P005,C,1,1200,1200.0,C0255
2025-01-09,Tokyo,P002,C,3,2530,7590.0,C0233
2025-01-09,Tokyo,P001,B,4,3790,15160.0,C0135
2025-01-09,Osaka,P015,A,2,2960,5920.0,C0118
2025-01-09,Osaka,P004,B,2,1600,3200.0,C0001
2025-01-09,Osaka,P005,C,1,2650,2650.0,C0258
2025-01-09,Osaka,P003,A,1,1440,1440.0,C0152
2025-01-09,Osaka,P005,C,2,1110,2220.0,C0100
2025-01-09,Osaka,P007,B,2,3200,6400.0,C0234
2025-01-09,Osaka,P008,C,4,3110,12440.0,C0078
2025-01-09,Osaka,P004,B,2,3380,6760.0,C0073
2025-01-09,Osaka,P014,C,2,4450,8900.0,C0205
2025-01-09,Osaka,P006,A,1,3970,3970.0,C0099
2025-01-09,Osaka,P004,B,4,2930,11720.0,C0015
2025-01-09,Osaka,P008,C,2,4450,8900.0,C0213
2025-01-09,Nagoya,P003,A,3,1180,3540.0,C0096
2025-01-09,Nagoya,P003,A,1,4670,4670.0,C0027
2025-01-09,Nagoya,P001,B,4,1750,7000.0,C0245
2025-01-09,Nagoya,P001,B,1,1440,1440.0,C0212
2025-01-09,Nagoya,P010,B,2,1960,3920.0,C0027
2025-01-09,Nagoya,P009,A,1,3360,3360.0,C0206
2025-01-09,Nagoya,P013,B,2,1010,2020.0,C0084
2025-01-09,Nagoya,P013,B,3,3470,10410.0,C0137
2025-01-09,Nagoya,P003,A,4,4090,16360.0,C0298
2025-01-09,Nagoya,P013,B,2,2010,4020.0,C0075
2025-01-09,Nagoya,P014,C,3,2810,8430.0,C0290
2025-01-10,Tokyo,P014,C,4,1310,5240.0,C0109
2025-01-10,Tokyo,P012,A,4,1590,6360.0,C0096
2025-01-10,Tokyo,P009,A,4,1450,5800.0,C0180
2025-01-10,Tokyo,P005,C,1,3060,3060.0,C0124
2025-01-10,Tokyo,P010,B,2,4290,8580.0,C0024
2025-01-10,Tokyo,P013,B,1,3940,3940.0,C0104
2025-01-10,Tokyo,P006,A,1,3800,3800.0,C0050
2025-01-10,Tokyo,P010,B,3,4380,13140.0,C0212
2025-01-10,Tokyo,P005,C,3,4300,12900.0,C0095
2025-01-10,Tokyo,P002,C,4,1590,6360.0,C0178
2025-01-10,Tokyo,P004,B,1,4100,4100.0,C0043
2025-01-10,Tokyo,P011,C,3,1240,3720.0,C0052
2025-01-10,Tokyo,P012,A,3,1480,4440.0,C0297
2025-01-10,Tokyo,P004,B,1,4690,4690.0,C0005
2025-01-10,Tokyo,P009,A,4,3310,13240.0,C0175
2025-01-10,Tokyo,P006,A,1,3290,3290.0,C0269
2025-01-10,Osaka,P014,C,2,3140,6280.0,C0050
2025-01-10,Osaka,P010,B,1,2090,2090.0,C0216
2025-01-10,Osaka,P001,B,2,3370,6740.0,C0040
2025-01-10,Osaka,P005,C,2,3650,7300.0,C0293
2025-01-10,Osaka,P013,B,1,1070,1070.0,C0016
2025-01-10,Osaka,P009,A,1,1920,1920.0,C0254
2025-01-10,Osaka,P014,C,4,2010,8040.0,C0186
2025-01-10,Osaka,P010,B,1,3210,3210.0,C0158
2025-01-10,Osaka,P006,A,4,3710,14840.0,C0160
2025-01-10,Osaka,P011,C,4,3260,13040.0,C0081
2025-01-10,Nagoya,P011,C,4,1590,6360.0,C0126
2025-01-10,Nagoya,P014,C,3,4770,14310.0,C0004
2025-01-10,Nagoya,P001,B,4,2430,9720.0,C0156
2025-01-10,Nagoya,P007,B,2,4750,9500.0,C0029
2025-01-10,Nagoya,P012,A,4,3620,14480.0,C0119
2025-01-10,Nagoya,P003,A,3,2870,8610.0,C0045
2025-01-10,Nagoya,P006,A,4,2060,8240.0,C0054
2025-01-10,Nagoya,P011,C,1,4670,4670.0,C0257
2025-01-10,Nagoya,P015,A,4,1970,7880.0,C0064
2025-01-10,Nagoya,P006,A,2,4510,9020.0,C0220
2025-01-10,Nagoya,P010,B,4,3580,14320.0,C0114
2025-01-10,Nagoya,P007,B,3,1350,4050.0,C0222
2025-01-10,Nagoya,P010,B,3,3130,9390.0,C0235
2025-01-10,Nagoya,P015,A,3,2770,8310.0,C0032
2025-01-10,Nagoya,P012,A,4,3790,15160.0,C0259
2025-01-10,Nagoya,P013,B,4,3010,12040.0,C0030
2025-01-10,Nagoya,P001,B,1,2720,2720.0,C0223
2025-01-11,Tokyo,P001,B,1,4910,4910.0,C0296
2025-01-11,Tokyo,P006,A,4,3870,15480.0,C0279
2025-01-11,Tokyo,P014,C,3,2570,7710.0,C0188
2025-01-11,Tokyo,P005,C,2,3430,6860.0,C0171
2025-01-11,Tokyo,P009,A,2,2630,5260.0,C0004
2025-01-11,Tokyo,P010,B,3,4740,14220.0,C0151
2025-01-11,Tokyo,P008,C,1,1780,1780.0,C0102
2025-01-11,Tokyo,P006,A,2,2570,5140.0,C0230
2025-01-11,Tokyo,P002,C,2,1650,3300.0,C0093
2025-01-11,Tokyo,P011,C,1,2350,2350.0,C0008
2025-01-11,Tokyo,P015,A,3,1970,5910.0,C0060
2025-01-11,Tokyo,P002,C,2,4010,8020.0,C0175
